fid,mode,region,agency,name,year_open,cost_usd,riders,status,notes,web,grade,construct,automated,year_clos,ffga_date,ffga_cost,ffga_shr,reference,limited,country,brt_rating,project,route_km,brt_year,Is it in the RTDB?,Does it look like rapid transport?,Does it have frequencies better than 20min,ADD?
46868,Regional Rail,London GBR,Thameslink; Southeastern,Thameslink,1864,,,existing,,,elevated,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,GBR,,Thameslink - Holborn Viaduct-Herne Hill Line,1.710992286,,NO,,NO,
46869,Regional Rail,London GBR,Thameslink; Southeastern,Thameslink,1864,,,existing,,,subway; elevated,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,GBR,,Thameslink - Holborn Viaduct-Herne Hill Line,0.4822464287,,NO,,NO,
46870,Regional Rail,London GBR,Thameslink; Southeastern,Thameslink,1866,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,GBR,,Thameslink - Snow Hill Tunnel,0.6770453145,,NO,,NO,
46871,Regional Rail,London GBR,Thameslink,Thameslink,1866,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,GBR,,Thameslink Core - Widened Lines,6.53710973,,NO,,NO,
46872,Regional Rail,London GBR,Thameslink,Thameslink,1866,,,existing,,,subway; elevated,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,GBR,,Thameslink Core - Widened Lines,2.252770115,,NO,,NO,
52697,Regional Rail,Jakarta IDN,KRL Commuterline,Rangkasbitung Line,1899,,,existing,Line began KCI operations in 2011-2017,,at grade,1896-1899,,,,,,Maulana Gituri,0,IDN,,Rangkasbitung Line Tanah Abang–Rangkasbitung,34.74031935,,NO,MAYBE,TBD,
52698,Regional Rail,Jakarta IDN,KRL Commuterline,Bogor Line,1930,,,existing,Line began KCI operations in 2011,,at grade,,,,,,,Maulana Gituri,0,IDN,,Bogor Line Jakarta Kota–Bogor,54.8435578,,NO,MAYBE,TBD,
52699,Regional Rail,Jakarta IDN,KRL Commuterline,Tangerang Line,1899,,,existing,Line began KCI operations in 2011,,at grade,,,,,,,Maulana Gituri,0,IDN,,Tangerang Line Duri–Tangerang,19.76921339,,NO,MAYBE,TBD,
52700,Regional Rail,Jakarta IDN,KRL Commuterline,Tanjung Priok Line Jakarta Kota - Tg. Priok,1885,,,existing,Line began KCI operations in 2011-2015,,at grade,1883-1885,,,,,,Maulana Gituri,0,IDN,,Tanjung Priok Line Jakarta Kota–Tanjung Priok,8.082125661,,NO,MAYBE,TBD,
52701,Regional Rail,Jakarta IDN,KRL Commuterline,Soekarno-Hatta Airport Commuter Line,2019,,,existing,,,at grade,,,,,,,Maulana Gituri,0,IDN,,Soekarno-Hatta Airport Commuter Line BNI City–Manggarai,3.409517704,,NO,MAYBE,TBD,
52702,Regional Rail,Jakarta IDN,KRL Commuterline,Soekarno-Hatta Airport Commuter Line,2017,,,existing,,,at grade,,,,,,,Maulana Gituri,0,IDN,,Soekarno-Hatta Airport Commuter Line BNI City–SHIA,34.4739462,,NO,MAYBE,TBD,
52703,Regional Rail,Jakarta IDN,KRL Commuterline,Cikarang Loop Line,1924,,,existing,Line began KCI operations in 2022,,at grade,,,,,,,Maulana Gituri,0,IDN,,Cikarang Loop Line,60.72000904,,NO,MAYBE,TBD,
49606,Regional Rail,Delhi IND,NCRTC,Delhi–Meerut RRTS,,,,uc,,,subway; elevated,2019-2025,,,,,,Yonah Freemark; OpenStreetMap contributors,0,IND,,Delhi–Meerut RRTS Serai Kale Khan–Sahibabad,18.63501102,,NO,,,
49607,Regional Rail,Delhi IND,NCRTC,Delhi–Meerut RRTS,2023,,,existing,,,elevated,2019-2023,,,,,,Yonah Freemark; OpenStreetMap contributors,0,IND,,Delhi–Meerut RRTS Sahibabad–Duhai,13.96326007,,NO,,NO DATA,
49608,Regional Rail,Delhi IND,NCRTC,Delhi–Meerut RRTS,,,,uc,,,subway; elevated,2019-2025,,,,,,Yonah Freemark; OpenStreetMap contributors,0,IND,,Delhi–Meerut RRTS Duhai–Modipuram,47.31542572,,NO,,,
47936,Regional Rail,Dublin IRL,Iarnrod Eireann,Dublin Area Rapid Transit,,,,existing,,,elevated; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,IRL,,Dublin Area Rapid Transit,44.43055509,,NO,YES,YES,YES
47937,Regional Rail,Dublin IRL,Iarnrod Eireann,Dublin Area Rapid Transit,,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,IRL,,Dublin Area Rapid Transit,7.030534372,,NO,YES,YES,YES
49472,Regional Rail,Tehran IRN,TUSRC,Line 5,1999,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,IRN,,Line 5 Tehran–Golshahr,39.72369677,,NO,YES,NO DATA,
49473,Regional Rail,Tehran IRN,TUSRC,Line 5,2019,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,IRN,,Line 5 Golshahr–Hashtgerd,25.88644063,,NO,YES,NO DATA,
46573,Regional Rail,Roma ITA,ATAC,Ferrovia Roma-Civita Castellana-Viterbo,1913,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,ITA,,Ferrovia Roma-Civita Castellana-Viterbo,101.9507344,,NO,NO,NO DATA,
46574,Regional Rail,Roma ITA,ATAC,Ferrovia Roma-Lido,1924,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,ITA,,Ferrovia Roma-Lido,28.80625833,,NO,NO,NO DATA,
51593,Regional Rail,Seoul KOR,Korean Government,GTX A,,,,uc,,,subway,2018-2024,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,GTX A Suseo–Dongtan,33.37056547,,NO,,,
51594,Regional Rail,Seoul KOR,Korean Government,GTX A,,,,uc,,,subway,2018-2025,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,GTX A Suseo–Unjeong,50.88900783,,NO,,,
51595,Regional Rail,Seoul KOR,Korail,Gyeonggang Line,2016,,,existing,,,subway; elevated; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeonggang Line Pangyo–Yeoju,56.73625311,,NO,,NO DATA,
51596,Regional Rail,Seoul KOR,Korail,Gyeonggang Line,,,,uc,,,subway; elevated,2022-2025,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeonggang Line Wolgot–Pangyo,40.02876464,,NO,,,
51597,Regional Rail,Seoul KOR,Korail,Sinansan Line,,,,uc,,,subway,2019-2024,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Sinansan Line Yeouido–Hanyang University,30.66918625,,NO,,,
51598,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,1994,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Suseo–Ori,19.02188722,,NO,,NO DATA,
51599,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,2003,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Suseo–Seolleung,6.424046524,,NO,,NO DATA,
51600,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,2012,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Seolleung–Wangsimni,6.881545221,,NO,,NO DATA,
51601,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,2018,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Wangsimni–Cheongnyangni,2.322545827,,NO,,NO DATA,
51602,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,2011,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Bojeong–Giheung,5.274377761,,NO,,NO DATA,
51603,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,2004,,,closed,This portion of line removed for non-revenue service,,at grade,,,2011,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Bojeong,0.71513586,,NO,,,
51604,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,2004,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Ori–Bojeong,2.275112177,,NO,,NO DATA,
51605,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,2012,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Giheung–Mangpo,7.48767563,,NO,,NO DATA,
51606,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,2013,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Mangpo–Suwon,5.937538544,,NO,,NO DATA,
51607,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,2012,,,existing,,,subway; elevated; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Oido–Songdo,13.52474293,,NO,,NO DATA,
51608,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,2016,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Songdo–Incheon,6.713734731,,NO,,NO DATA,
51610,Regional Rail,Seoul KOR,Korail,Suin-Bundang Line,2020,,,existing,,,subway; elevated; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Suin-Bundang Line Oido–Suwon,31.39340169,,NO,,NO DATA,
51614,Regional Rail,Seoul KOR,Korail,Seohae Line,2018,,,existing,,,subway; at grade,2011-2018,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Seohae Line Sosa–Wonsi,22.3565303,,NO,,NO DATA,
51615,Regional Rail,Seoul KOR,Korail,Seohae Line,2023,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Seohae Line Sosa–Neunggok,16.83420215,,NO,,NO DATA,
51616,Regional Rail,Seoul KOR,Korail,Gyeongui–Jungang Line,2005,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui–Jungang Line Yongsan–Cheongnyangni,13.33136321,,NO,,NO DATA,
51617,Regional Rail,Seoul KOR,Korail,Gyeongchun/Gyeongui–Jungang Line,1939,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongchun Line Cheongnyangni–Mangu,3.420568046,,NO,,NO DATA,
51618,Regional Rail,Seoul KOR,Korail,Gyeongui–Jungang Line,2005,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui–Jungang Line Mangu–Deokso,13.99954346,,NO,,NO DATA,
51619,Regional Rail,Seoul KOR,Korail,Gyeongui–Jungang Line,2007,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui–Jungang Line Deokso–Paldang,5.398336846,,NO,,NO DATA,
51620,Regional Rail,Seoul KOR,Korail,Gyeongui–Jungang Line,2008,,,existing,,,subway; elevated; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui–Jungang Line Paldang–Guksu,16.15964692,,NO,,NO DATA,
51621,Regional Rail,Seoul KOR,Korail,Gyeongui–Jungang Line,2009,,,existing,,,subway; elevated; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui–Jungang Line Guksu–Yongmun,19.96049129,,NO,,NO DATA,
51622,Regional Rail,Seoul KOR,Korail,Gyeongui–Jungang Line,2017,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui–Jungang Line Yongmun–Jipyeong,3.018205988,,NO,,NO DATA,
51623,Regional Rail,Seoul KOR,Korail,Gyeongui-Jungang Line,2009,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui-Jungang Line Digital Media City–Neunggok,9.434093045,,NO,,NO DATA,
51624,Regional Rail,Seoul KOR,Korail,Gyeongui-Jungang/Seohae Line,2009,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui-Jungang Line Neunggok–Ilsan,8.523646842,,NO,,NO DATA,
51625,Regional Rail,Seoul KOR,Korail,Gyeongui-Jungang Line,2009,,,existing,,,elevated; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui-Jungang Line Ilsan–Munsan,20.96082584,,NO,,NO DATA,
51626,Regional Rail,Seoul KOR,Korail,Gyeongui-Jungang Line,2012,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui-Jungang Line Digital Media City–Gongdeok,6.123059571,,NO,,NO DATA,
51627,Regional Rail,Seoul KOR,Korail,Gyeongui-Jungang Line,2009,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui-Jungang Line Digital Media City–Seoul Station,7.899433028,,NO,,NO DATA,
51628,Regional Rail,Seoul KOR,Korail,Gyeongui-Jungang Line,2014,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui-Jungang Line Gongdeok–Yongsan,2.433627499,,NO,,NO DATA,
51629,Regional Rail,Seoul KOR,Korail,Gyeongui-Jungang Shuttle,2020,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui-Jungang Shuttle Munsan–Imjingang,6.509848921,,NO,,NO DATA,
51630,Regional Rail,Seoul KOR,Korail,Gyeongui-Jungang Shuttle,2021,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongui-Jungang Shuttle Imjingang–Dorasan,3.78589207,,NO,,NO DATA,
51631,Regional Rail,Seoul KOR,Korail,Gyeongchun Line,2010,,,existing,Replaced a previous route that was in place from 1939–2010,,subway; elevated; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,KOR,,Gyeongchun Line Mangu–Chuncheon,81.74042454,,NO,,NO DATA,
53595,Regional Rail,Auckland NZL,AT Metro,Onehunga,2010,,,existing,Reopening of previously existing line,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Onehunga–Penrose,3.452806824,,NO,,NO,
53596,Regional Rail,Auckland NZL,AT Metro,Eastern,2012,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Manukau–Puhinui,1.689032108,,NO,,NO,
53597,Regional Rail,Auckland NZL,AT Metro,Eastern,1930,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Otahuhu–Britomart,15.19871362,,NO,,NO,
53609,Regional Rail,Auckland NZL,AT Metro,Western,1881,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Swanson–Henderson,5.420159541,,NO,,NO,
53612,Regional Rail,Auckland NZL,AT Metro,City Rail Link,,,,uc,,https://www.cityraillink.co.nz/,subway,2016-2025,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Britomart–Mount Eden,3.654674317,,NO,,NO,
53615,Regional Rail,Auckland NZL,AT Metro,Southern,1875,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Penrose–Otahuhu,2.777768084,,NO,,NO,
53616,Regional Rail,Auckland NZL,AT Metro,Onehunga/Southern,1873,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Newmarket–Penrose,6.040182148,,NO,,NO,
53618,Regional Rail,Auckland NZL,AT Metro,Eastern/Southern,1875,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Otahuhu–Puhinui,7.773166031,,NO,,NO,
53619,Regional Rail,Auckland NZL,AT Metro,Eastern/Onehunga/Southern/Western,2003,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Britomart,0.699481955,,NO,,NO,
53620,Regional Rail,Auckland NZL,AT Metro,Onehunga/Southern/Western,1873,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Britomart–Newmarket,2.751417243,,NO,,NO,
53621,Regional Rail,Auckland NZL,AT Metro,Southern,1875,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Puhinui–Pukekohe,29.8426123,,NO,,NO,
53622,Regional Rail,Auckland NZL,AT Metro,Onehunga,1873,,,closed,,,at grade,,,1973,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Onehunga–Penrose,3.452806824,,NO,,NO,
53623,Regional Rail,Auckland NZL,AT Metro,Western,1880,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,NZL,,Henderson–Newmarket,18.18192215,,NO,,NO,
53670,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Cascais Line,1889,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Cascais–Pedroucos,18.58577016,,NO,,NO,
53671,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Sado Line,1857,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Barreiro–Pinhal Novo,16.03889584,,NO,,NO,
53672,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Azambuja Line,1887,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Alcantara-Terra–Campolide,2.389491647,,NO,,NO,
53673,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa/Fertagus,Sado/Sul Lines,1861,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Pinhal Novo–Setubal,13.3485383,,NO,,NO,
53674,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Sado Line,1920,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Setubal–Praias do Sado,5.511159025,,NO,,NO,
53675,Regional Rail,Lisboa PRT,Fertagus,Sul Line,2004,,,existing,,,subway; elevated; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Fogueteiro–Pinhal Novo,18.24548564,,NO,,NO,
53676,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Sintra Line,1891,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Rossio–Campolide (Rossio Tunnel),3.889270836,,NO,,NO,
53677,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Sintra Line,1887,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Mira Sintra-Melecas,1.469552662,,NO,,NO,
53678,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Sintra Line,1887,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Rio de Mouro–Sintra,8.177895379,,NO,,NO,
53679,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Sintra Line,1887,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Agualva–Sete Rios,16.12959277,,NO,,NO,
53680,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa/Fertagus,Azambuja/Sul Lines,1887,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Campolide–Sete Rios (Cintura),1.742297493,,NO,,NO,
53681,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Azambuja Line,1856,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Braco de Prata–Santa Apolonia,4.479871533,,NO,,NO,
53682,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa/Fertagus,Azambuja/Sintra/Sul Lines,1888,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Sete Rios–Roma-Areeiro (Cintura),2.911979593,,NO,,NO,
53683,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Azambuja/Sintra Lines,1888,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Roma-Areeiro–Braco de Praca (Cintura),3.848233285,,NO,,NO,
53684,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Azambuja Line,1857,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Azambuja–Carregado,10.7173831,,NO,,NO,
53685,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Cascais Line,1890,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Alcantara-Mar–Pedroucos,4.324849432,,NO,,NO,
53686,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Cascais Line,1895,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Cais do Sodre–Alcantara-Mar,2.444402178,,NO,,NO,
53687,Regional Rail,Lisboa PRT,Fertagus,Sul Line,1999,,,existing,,,subway; elevated; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Campolide–Fogueteiro,18.17724278,,NO,,NO,
53688,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Azambuja/Sintra Lines,1856,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Roma-Areeiro–Alverca,17.67277238,,NO,,NO,
53689,Regional Rail,Lisboa PRT,CP Urbanos de Lisboa,Azambuja Line,1856,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,PRT,,Carregado–Alverca,14.47323103,,NO,,NO,
52423,Regional Rail,Moscow RUS,Moscow Central Diameters,D1,2019,,,existing,Built on existing railway trackage through upgrades,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,RUS,,D1 Lobnya–Odintsovo,52.59955772,,NO,,NO DATA,
52424,Regional Rail,Moscow RUS,Moscow Central Diameters,D2,2019,,,existing,Built on existing railway trackage through upgrades,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,RUS,,D2 Podolsk–Nakhabino,80.53908517,,NO,,NO DATA,
52425,Regional Rail,Moscow RUS,Moscow Central Diameters,D3,2023,,,existing,Built on existing railway trackage through upgrades,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,RUS,,D3 Zelenograd-Kryukovo–Ippodrom,84.40128695,,NO,,NO DATA,
52426,Regional Rail,Moscow RUS,Moscow Central Diameters,D4,2023,,,existing,Built on existing railway trackage through upgrades,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,RUS,,D4 Aprelevka–Zheleznodorozhnaya,80.54894154,,NO,,NO DATA,
48305,Regional Rail,Kobenhavn DNK,SJ/DSB,Oresundstag,2000,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,SWE,,Oresundstag Malmo-Lund,16.13215507,,NO,NO,NO,
48306,Regional Rail,Kobenhavn DNK,SJ/DSB,Oresundstag,2010,,,existing,,,subway,2005-2010,,,,,,Yonah Freemark; OpenStreetMap contributors,0,SWE,,Oresundstag City Tunnel,10.17209214,,NO,MAYBE,YES,YES
49782,Regional Rail,Bangkok THA,State Railway of Thailand,Airport Rail Link,2010,,,existing,,,subway; elevated,2005-2010,,,,,,Yonah Freemark; OpenStreetMap contributors,0,THA,,Airport Rail Link Phaya Thai–Suvarnabhumi Airport,28.67678411,,NO,NO,NO,
52694,Regional Rail,Bangkok THA,SRTET - SRT Electrified Train Company Limited,SRT Light Red Line,2021,,,existing,,,elevated; at grade,2010-2021,,,,,,Yonah Freemark; OpenStreetMap contributors,0,THA,,SRT Light Red Line,14.9114448,,NO,MAYBE,NO,
52695,Regional Rail,Bangkok THA,SRTET - SRT Electrified Train Company Limited,SRT Dark Red Line,2021,,,existing,,,elevated; at grade,2013-2021,,,,,,Yonah Freemark; OpenStreetMap contributors,0,THA,,SRT Dark Red Line,23.16767008,,NO,MAYBE,NO,
4431,Regional Rail,Tunis TUN,Société des transports de Tunis,TGM,1872,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,TUN,,TGM,18.8763405,,NO,,NO DATA,
48991,Regional Rail,Istanbul TUR,TCDD,Marmaray,2013,,,existing,,,subway,2004-2013,,,,,,Yonah Freemark; OpenStreetMap contributors,0,TUR,,Marmaray Tunnel,12.84236871,,NO,,YES,YES
48994,Regional Rail,Istanbul TUR,TCDD,Marmaray,1872,,,existing,Converted to Marmaray operation in 2019,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,TUR,,Istanbul suburban (Oriental Railway),19.8622993,,NO,,YES,YES
48995,Regional Rail,Istanbul TUR,TCDD,Marmaray,1873,,,existing,Converted to Marmaray operation in 2019,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,TUR,,"Haydarpasa suburban (railway to Izmit, Ottoman Empire)",43.17835063,,NO,,YES,YES
682,Regional Rail,Austin TX USA,Capital Metro,Capital Metrorail,2010,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,Capital Metrorail,51.36851367,,NO,,NO,
1168,Regional Rail,Austin TX USA,,LStar,,,,cancelled,Construction was supposed to begin in 2018,,at grade,-2016,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,LStar,200.8599635,,NO,,NO,
3040,Regional Rail,Austin TX USA,Capital Metro,Green Line,,,,planned,In initial planning; partly funded thanks to 2020 referendum.,https://projectconnect.com/,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,Green Line Plaza Saltillo–Colony Park,11.50773167,,NO,,NO,
49208,Regional Rail,Austin TX USA,Capital Metro,Green Line,,,,proposed,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,Green Line Colony Park–Elgin,29.96326259,,NO,,NO,
482,Regional Rail,Bay Area CA USA,SMART,SMART Train,2017,360,5000,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,SMART Train Phase 1,69.93506234,,NO,,NO,
545,Regional Rail,Bay Area CA USA,SMART,SMART Train,2019,43,800,existing,,,at grade,,,,2018-04,55.4,0.406,Yonah Freemark; OpenStreetMap contributors,0,USA,,SMART Train Phase 2,2.579676009,,NO,,NO,
649,Regional Rail,Bay Area CA USA,SMART,SMART Train,,65,,uc,Construction has been paused due to lack of funds.,https://www.sonomamarintrain.org/stations/WIN#WIN,at grade,2019-2025,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,SMART Train Phase 2 to Windsor,4.881560733,,NO,,NO,
878,Regional Rail,Bay Area CA USA,BART,eBART,2018,462,14000,existing,,,highway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,eBART,15.06024997,,NO,,NO DATA,
1099,Regional Rail,Bay Area CA USA,SMART,SMART Train,,,,proposed,In planning; not yet funded,http://main.sonomamarintrain.org,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,SMART Train Phase 2,36.0526228,,NO,,,
2206,Regional Rail,Bay Area CA USA,Tri-Valley San Joaquin Valley Regional Rail Authority,Valley Link,,2400,33000,proposed,In preliminary planning; funding not yet identified. Replaced BART to Livermore.,https://www.valleylinkrail.com/valleylink-project,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,USA,,Valley Link,75.7091975,,NO,,,
